WELL_ID,GL_NUMBER,DF,STRATIGRAPHIC_NAME,TDS,CW,RXO,RO,RMF_TF,TF,REMARKS_CALC,INITIALS,LATDD,LONGDD,TS,GL_CO,REMARKS_HEADER,LR_NO,LR_TD,LR_BD,LR_TBH,LR_RM,LR_RM_TEMP,LR_RMF,LR_RMF_TEMP,LR_MUD_TYPE,LR_MUD_WEIGHT,LR_DATE,TBH_CORR,TBH_CORR_METHOD,REMARKS_LR
13510,9787,11505,Upper Glen Rose Formation,9459,13157.89,43,33,0.28,258,HCT Alger-Harrison Method,AKS,28.813281,-98.189237,70,Schlumberger,additional Mud resistivities in remarks section on GL header. resistivity scale change at 9660 0-20 to 0-200. resistivity scale change at 10994 0-200 to 0-100,4,11000,12743,244,0.5,90,0.3,244,oil emulsion,12.2,12/4/1956,278.2999878,SMU-Harrison,
13510,9787,11685,Lower Glen Rose Formation,19426,28571.43,16,6,0.28,261,HCT Alger-Harrison Method,AKS,28.813281,-98.189237,70,Schlumberger,additional Mud resistivities in remarks section on GL header. resistivity scale change at 9660 0-20 to 0-200. resistivity scale change at 10994 0-200 to 0-100,4,11000,12743,244,0.5,90,0.3,244,oil emulsion,12.2,12/4/1956,278.2999878,SMU-Harrison,
13510,9787,11702,Lower Glen Rose Formation,15207,22222.22,26,12,0.28,261,HCT Alger-Harrison Method,AKS,28.813281,-98.189237,70,Schlumberger,additional Mud resistivities in remarks section on GL header. resistivity scale change at 9660 0-20 to 0-200. resistivity scale change at 10994 0-200 to 0-100,4,11000,12743,244,0.5,90,0.3,244,oil emulsion,12.2,12/4/1956,278.2999878,SMU-Harrison,
13510,9787,11760,Lower Glen Rose Formation,17927,26315.79,15,6,0.28,262,HCT Alger-Harrison Method,AKS,28.813281,-98.189237,70,Schlumberger,additional Mud resistivities in remarks section on GL header. resistivity scale change at 9660 0-20 to 0-200. resistivity scale change at 10994 0-200 to 0-100,4,11000,12743,244,0.5,90,0.3,244,oil emulsion,12.2,12/4/1956,278.2999878,SMU-Harrison,
13510,9787,12210,Lower Glen Rose Formation,9170,12658.23,31,25,0.27,270,HCT Alger-Harrison Method,AKS,28.813281,-98.189237,70,Schlumberger,additional Mud resistivities in remarks section on GL header. resistivity scale change at 9660 0-20 to 0-200. resistivity scale change at 10994 0-200 to 0-100,4,11000,12743,244,0.5,90,0.3,244,oil emulsion,12.2,12/4/1956,278.2999878,SMU-Harrison,
13510,9787,12278,Lower Glen Rose Formation,8816,12048.19,47,40,0.27,271,HCT Alger-Harrison Method,AKS,28.813281,-98.189237,70,Schlumberger,additional Mud resistivities in remarks section on GL header. resistivity scale change at 9660 0-20 to 0-200. resistivity scale change at 10994 0-200 to 0-100,4,11000,12743,244,0.5,90,0.3,244,oil emulsion,12.2,12/4/1956,278.2999878,SMU-Harrison,
13510,9787,12591,Cow Creek Limestone,10510,15151.51,46,31,0.27,276,HCT Alger-Harrison Method,AKS,28.813281,-98.189237,70,Schlumberger,additional Mud resistivities in remarks section on GL header. resistivity scale change at 9660 0-20 to 0-200. resistivity scale change at 10994 0-200 to 0-100,4,11000,12743,244,0.5,90,0.3,244,oil emulsion,12.2,12/4/1956,278.2999878,SMU-Harrison,
13510,9787,12764,Sligo Limestone,30988,50000,12,6,0.11,304,HCT Alger-Harrison Method,AKS,28.813281,-98.189237,70,Schlumberger,additional Mud resistivities in remarks section on GL header. resistivity scale change at 9660 0-20 to 0-200. resistivity scale change at 10994 0-200 to 0-100,5,12738,13960,292,0.86,50,0.119,292,oil emulsion,12,12/25/1956,326.3999939,SMU-Harrison,
13510,9787,13453,Sligo Limestone,36625,58823.53,12,4,0.11,317,HCT Alger-Harrison Method,AKS,28.813281,-98.189237,70,Schlumberger,additional Mud resistivities in remarks section on GL header. resistivity scale change at 9660 0-20 to 0-200. resistivity scale change at 10994 0-200 to 0-100,5,12738,13960,292,0.86,50,0.119,292,oil emulsion,12,12/25/1956,326.3999939,SMU-Harrison,
14265,117057,5025,Upper Glen Rose Formation,16262,23809.53,16.5,5.5,0.73,130,HCT Alger-Harrison Method,AKS,30.022893,-97.324461,68,Schlumberger,resistivity scale change at 3550 ft 0-20 to 0-50,2,3728,5734,139,1.32,94,1.27,75,milflo syn,9.9,10/21/1965,153.8999939,SMU-Harrison,
14265,117057,5270,Upper Glen Rose Formation,47900,71428.57,13,1.5,0.72,133,HCT Alger-Harrison Method,AKS,30.022893,-97.324461,68,Schlumberger,resistivity scale change at 3550 ft 0-20 to 0-50,2,3728,5734,139,1.32,94,1.27,75,milflo syn,9.9,10/21/1965,153.8999939,SMU-Harrison,
14265,117057,5340,Upper Glen Rose Formation,27019,40000,15,3,0.71,134,HCT Alger-Harrison Method,AKS,30.022893,-97.324461,68,Schlumberger,resistivity scale change at 3550 ft 0-20 to 0-50,2,3728,5734,139,1.32,94,1.27,75,milflo syn,9.9,10/21/1965,153.8999939,SMU-Harrison,
14265,117057,5685,Lower Glen Rose Formation,51551,76923.08,5,0.5,0.69,138,HCT Alger-Harrison Method,AKS,30.022893,-97.324461,68,Schlumberger,resistivity scale change at 3550 ft 0-20 to 0-50,2,3728,5734,139,1.32,94,1.27,75,milflo syn,9.9,10/21/1965,153.8999939,SMU-Harrison,
14265,117057,5715,Lower Glen Rose Formation,35411,52631.58,7,1,0.69,139,HCT Alger-Harrison Method,AKS,30.022893,-97.324461,68,Schlumberger,resistivity scale change at 3550 ft 0-20 to 0-50,2,3728,5734,139,1.32,94,1.27,75,milflo syn,9.9,10/21/1965,153.8999939,SMU-Harrison,
14284,10257,7891,Upper Glen Rose Formation,8572,11627.91,16.5,29,0.17,214,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,6,7052,8615,200,0.5,104,0,0,lime base,10.3,5/27/1959,227.5,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14284,10257,8055,Upper Glen Rose Formation,7404,9615.38,22,46.5,0.17,217,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,6,7052,8615,200,0.5,104,0,0,lime base,10.3,5/27/1959,227.5,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14284,10257,8091,Upper Glen Rose Formation,10824,15625,25,32,0.17,218,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,6,7052,8615,200,0.5,104,0,0,lime base,10.3,5/27/1959,227.5,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14284,10257,8263,Upper Glen Rose Formation,10357,14705.88,23,31,0.17,221,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,6,7052,8615,200,0.5,104,0,0,lime base,10.3,5/27/1959,227.5,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14284,10257,8403,Upper Glen Rose Formation,17479,25641.03,20.5,17,0.16,224,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,6,7052,8615,200,0.5,104,0,0,lime base,10.3,5/27/1959,227.5,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14284,10257,8488,Upper Glen Rose Formation,12747,18518.52,25,28,0.16,225,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,6,7052,8615,200,0.5,104,0,0,lime base,10.3,5/27/1959,227.5,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14284,10257,8638,Upper Glen Rose Formation,7514,9803.92,9.5,17.5,0.18,232,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,7,8615,9813,223,0.52,113,0,0,lime base,9.8,6/8/1959,253.8999939,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14284,10257,8720,Upper Glen Rose Formation,7299,9433.96,20,38,0.18,233,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,7,8615,9813,223,0.52,113,0,0,lime base,9.8,6/8/1959,253.8999939,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14284,10257,8927,Lower Glen Rose Formation,30643,45454.55,5,2,0.18,237,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,7,8615,9813,223,0.52,113,0,0,lime base,9.8,6/8/1959,253.8999939,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14284,10257,8975,Lower Glen Rose Formation,41968,62500,6,1.5,0.18,238,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,7,8615,9813,223,0.52,113,0,0,lime base,9.8,6/8/1959,253.8999939,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14284,10257,9090,Lower Glen Rose Formation,12747,18518.52,12,11,0.18,240,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,7,8615,9813,223,0.52,113,0,0,lime base,9.8,6/8/1959,253.8999939,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14284,10257,9159,Lower Glen Rose Formation,11898,17241.38,32,32,0.18,242,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,7,8615,9813,223,0.52,113,0,0,lime base,9.8,6/8/1959,253.8999939,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14284,10257,9302,Hensell Sand,9561,13333.33,36.5,46.5,0.18,244,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,7,8615,9813,223,0.52,113,0,0,lime base,9.8,6/8/1959,253.8999939,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14284,10257,9342,Hensell Sand,11159,16129.03,37,40.5,0.17,245,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,7,8615,9813,223,0.52,113,0,0,lime base,9.8,6/8/1959,253.8999939,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14284,10257,9420,Hensell Sand,11704,16949.15,18.5,20,0.17,246,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,7,8615,9813,223,0.52,113,0,0,lime base,9.8,6/8/1959,253.8999939,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14284,10257,9504,Cow Creek Limestone,9773,13698.63,16.5,21,0.17,248,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,7,8615,9813,223,0.52,113,0,0,lime base,9.8,6/8/1959,253.8999939,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14284,10257,9530,Cow Creek Limestone,14886,21739.13,5.5,4.5,0.17,249,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,7,8615,9813,223,0.52,113,0,0,lime base,9.8,6/8/1959,253.8999939,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14284,10257,9720,Sligo Limestone,15018,25000,38.5,27.5,0.17,252,HCT Alger-Harrison Method,AKS,30.198909,-97.135899,69,Schlumberger,resistivity scale change at 7050 ft 0-20 to 0-50,7,8615,9813,223,0.52,113,0,0,lime base,9.8,6/8/1959,253.8999939,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14391,10286,5095,Upper Glen Rose Formation,18898,27777.78,10.5,2,0.93,148,HCT Alger-Harrison Method,EDS,30.052742,-97.327206,69,Schlumberger,Note: 3 log headers from runs 1.2.3 preceed GL,2,632,5391,140,2.7,75,2.3,60,native gel,9.2,8/4/1967,152.8999939,SMU-Harrison,
14391,10286,5146,Upper Glen Rose Formation,21205,31250,11.2,1.9,0.93,149,HCT Alger-Harrison Method,EDS,30.052742,-97.327206,69,Schlumberger,Note: 3 log headers from runs 1.2.3 preceed GL,2,632,5391,140,2.7,75,2.3,60,native gel,9.2,8/4/1967,152.8999939,SMU-Harrison,
14391,10286,5473,Lower Glen Rose Formation,44736,66666.66,7.5,0.55,1.02,166,HCT Alger-Harrison Method,EDS,30.052742,-97.327206,69,Schlumberger,Note: 3 log headers from runs 1.2.3 preceed GL,3,5391,6197,162,1.6,107,1.9,89,native gel,9.3,8/11/1967,179.3000031,SMU-Harrison,
14391,10286,5510,Lower Glen Rose Formation,51551,76923.08,8.2,0.46,1.01,167,HCT Alger-Harrison Method,EDS,30.052742,-97.327206,69,Schlumberger,Note: 3 log headers from runs 1.2.3 preceed GL,3,5391,6197,162,1.6,107,1.9,89,native gel,9.3,8/11/1967,179.3000031,SMU-Harrison,
14392,10287,5079,Upper Glen Rose Formation,7198,9259.26,12.6,8.4,0.84,144,HCT Alger-Harrison Method,AKS,30.036243,-97.310481,69,Schlumberger,,2,5000,6425,146,2,72,0,0,gel Quadrofos. quebracho,10.1,11/2/1951,164.5,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14392,10287,5367,Upper Glen Rose Formation,8494,11494.25,15.4,8.4,0.81,149,HCT Alger-Harrison Method,AKS,30.036243,-97.310481,69,Schlumberger,,2,5000,6425,146,2,72,0,0,gel Quadrofos. quebracho,10.1,11/2/1951,164.5,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14392,10287,5420,Upper Glen Rose Formation,7998,10638.3,19.4,11.2,0.81,150,HCT Alger-Harrison Method,AKS,30.036243,-97.310481,69,Schlumberger,,2,5000,6425,146,2,72,0,0,gel Quadrofos. quebracho,10.1,11/2/1951,164.5,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14392,10287,5721,Lower Glen Rose Formation,10114,14285.71,17.4,7.6,0.78,154,HCT Alger-Harrison Method,AKS,30.036243,-97.310481,69,Schlumberger,,2,5000,6425,146,2,72,0,0,gel Quadrofos. quebracho,10.1,11/2/1951,164.5,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14392,10287,5805,Lower Glen Rose Formation,17479,25641.03,11.4,2.8,0.78,155,HCT Alger-Harrison Method,AKS,30.036243,-97.310481,69,Schlumberger,,2,5000,6425,146,2,72,0,0,gel Quadrofos. quebracho,10.1,11/2/1951,164.5,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14392,10287,5880,Lower Glen Rose Formation,11898,17241.38,20,7.2,0.77,156,HCT Alger-Harrison Method,AKS,30.036243,-97.310481,69,Schlumberger,,2,5000,6425,146,2,72,0,0,gel Quadrofos. quebracho,10.1,11/2/1951,164.5,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14392,10287,5937,Lower Glen Rose Formation,8901,12195.12,19.4,9.8,0.77,157,HCT Alger-Harrison Method,AKS,30.036243,-97.310481,69,Schlumberger,,2,5000,6425,146,2,72,0,0,gel Quadrofos. quebracho,10.1,11/2/1951,164.5,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14392,10287,6085,Hensell Sand,8344,11235.96,22,12.2,0.76,159,HCT Alger-Harrison Method,AKS,30.036243,-97.310481,69,Schlumberger,,2,5000,6425,146,2,72,0,0,gel Quadrofos. quebracho,10.1,11/2/1951,164.5,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14392,10287,6217,Cow Creek Limestone,7006,8928.57,2,1.4,0.75,161,HCT Alger-Harrison Method,AKS,30.036243,-97.310481,69,Schlumberger,,2,5000,6425,146,2,72,0,0,gel Quadrofos. quebracho,10.1,11/2/1951,164.5,SMU-Harrison,; This Rmf value was calculated using the HCT project Rm and Rmf equation.
14404,77184,6090,Upper Glen Rose Formation,32081,47619.05,27,4,0.68,161,HCT Alger-Harrison Method,EDS,29.952517,-97.269933,68,Schlumberger,,2,2834,7097,155,0.86,114,1.36,81,lignosulfonate,9.7,9/15/1976,176.6999969,SMU-Harrison,
14404,77184,6345,Upper Glen Rose Formation,33663,50000,18,2.5,0.67,165,HCT Alger-Harrison Method,EDS,29.952517,-97.269933,68,Schlumberger,,2,2834,7097,155,0.86,114,1.36,81,lignosulfonate,9.7,9/15/1976,176.6999969,SMU-Harrison,
14404,77184,7000,Lower Glen Rose Formation,55810,83333.34,7,0.6,0.63,175,HCT Alger-Harrison Method,EDS,29.952517,-97.269933,68,Schlumberger,,2,2834,7097,155,0.86,114,1.36,81,lignosulfonate,9.7,9/15/1976,176.6999969,SMU-Harrison,
14404,77184,7028,Lower Glen Rose Formation,55810,83333.34,6.5,0.5,0.63,176,HCT Alger-Harrison Method,EDS,29.952517,-97.269933,68,Schlumberger,,2,2834,7097,155,0.86,114,1.36,81,lignosulfonate,9.7,9/15/1976,176.6999969,SMU-Harrison,
14407,10303,5378,Upper Glen Rose Formation,6621,8264.46,14.5,8,1.19,137,HCT Alger-Harrison Method,EDS,29.885981,-97.359257,68,Schlumberger,,3,2850,6104,130,2.8,68,0,0,caus,9.9,1/25/1954,146.8000031,SMU-Harrison,no Rmf; This Rmf value was calculated using the HCT project Rm and Rmf equation.
